case_id,resource,activity,start_time,end_time
140,Clerk-000002,Approve application,2023-02-22 08:14:24.340000+00:00,2023-02-22 08:19:24.340000+00:00
144,Clerk-000001,Check application form completeness,2023-02-22 08:00:00+00:00,2023-02-22 08:24:15.056000+00:00
143,Clerk-000004,Check credit history,2023-02-22 08:02:58.279000+00:00,2023-02-22 08:26:24.798000+00:00
141,Loan Officer-000002,Assess loan risk,2023-02-22 08:09:57.044000+00:00,2023-02-22 08:29:57.044000+00:00
145,Clerk-000005,Check application form completeness,2023-02-22 08:30:00+00:00,2023-02-22 08:42:38.186000+00:00
141,Loan Officer-000004,Design loan offer,2023-02-22 08:29:57.044000+00:00,2023-02-22 08:43:58.399000+00:00
145,Clerk-000007,Return application back to applicant,2023-02-22 08:42:38.186000+00:00,2023-02-22 08:47:38.186000+00:00
143,Appraiser-000001,Appraise property,2023-02-22 08:02:58.279000+00:00,2023-02-22 08:59:52.497000+00:00
144,Appraiser-000002,Appraise property,2023-02-22 08:24:15.056000+00:00,2023-02-22 09:00:31.039000+00:00
141,Senior Officer-000001,Approve loan offer,2023-02-22 08:43:58.399000+00:00,2023-02-22 09:03:58.399000+00:00
141,Clerk-000003,Approve application,2023-02-22 09:03:58.399000+00:00,2023-02-22 09:08:58.399000+00:00
146,Clerk-000008,Check application form completeness,2023-02-22 09:00:00+00:00,2023-02-22 09:11:36.124000+00:00
144,AML Investigator-000002,AML check,2023-02-22 08:24:15.056000+00:00,2023-02-22 09:12:19.204000+00:00
143,Loan Officer-000003,Assess loan risk,2023-02-22 08:59:52.497000+00:00,2023-02-22 09:19:52.497000+00:00
144,Clerk-000006,Check credit history,2023-02-22 08:24:15.056000+00:00,2023-02-22 09:24:39.376000+00:00
143,Clerk-000001,Reject application,2023-02-22 09:19:52.497000+00:00,2023-02-22 09:29:52.497000+00:00
147,Clerk-000004,Check application form completeness,2023-02-22 09:30:00+00:00,2023-02-22 09:31:34.441000+00:00
146,Appraiser-000001,Appraise property,2023-02-22 09:11:36.124000+00:00,2023-02-22 09:35:32.393000+00:00
144,Loan Officer-000001,Assess loan risk,2023-02-22 09:24:39.376000+00:00,2023-02-22 09:44:39.376000+00:00
146,AML Investigator-000001,AML check,2023-02-22 09:11:36.124000+00:00,2023-02-22 09:46:05.193000+00:00
145,Applicant-000001,Applicant completes form,2023-02-22 08:47:38.186000+00:00,2023-02-22 09:47:38.186000+00:00
147,Appraiser-000002,Appraise property,2023-02-22 09:31:34.441000+00:00,2023-02-22 09:48:24.834000+00:00
145,Clerk-000003,Check application form completeness,2023-02-22 09:47:38.186000+00:00,2023-02-22 09:49:14.647000+00:00
147,AML Investigator-000002,AML check,2023-02-22 09:31:34.441000+00:00,2023-02-22 09:52:25.409000+00:00
144,Clerk-000007,Reject application,2023-02-22 09:44:39.376000+00:00,2023-02-22 09:54:39.376000+00:00
145,AML Investigator-000001,AML check,2023-02-22 09:49:14.647000+00:00,2023-02-22 10:00:49.831000+00:00
145,Appraiser-000001,Appraise property,2023-02-22 09:49:14.647000+00:00,2023-02-22 10:02:29.944000+00:00
147,Clerk-000005,Check credit history,2023-02-22 09:31:34.441000+00:00,2023-02-22 10:10:33.097000+00:00
146,Clerk-000002,Check credit history,2023-02-22 09:11:36.124000+00:00,2023-02-22 10:11:49.053000+00:00
148,Clerk-000006,Check application form completeness,2023-02-22 10:00:00+00:00,2023-02-22 10:16:40.140000+00:00
148,AML Investigator-000002,AML check,2023-02-22 10:16:40.140000+00:00,2023-02-22 10:21:32.089000+00:00
147,Loan Officer-000002,Assess loan risk,2023-02-22 10:10:33.097000+00:00,2023-02-22 10:30:33.097000+00:00
145,Clerk-000008,Check credit history,2023-02-22 09:49:14.647000+00:00,2023-02-22 10:31:07.468000+00:00
146,Loan Officer-000004,Assess loan risk,2023-02-22 10:11:49.053000+00:00,2023-02-22 10:31:49.053000+00:00
149,Clerk-000004,Check application form completeness,2023-02-22 10:30:00+00:00,2023-02-22 10:34:48.603000+00:00
149,Clerk-000007,Check credit history,2023-02-22 10:34:48.603000+00:00,2023-02-22 10:35:55.714000+00:00
149,Appraiser-000001,Appraise property,2023-02-22 10:34:48.603000+00:00,2023-02-22 10:37:06.337000+00:00
146,Clerk-000003,Reject application,2023-02-22 10:31:49.053000+00:00,2023-02-22 10:41:49.053000+00:00
147,Loan Officer-000003,Design loan offer,2023-02-22 10:30:33.097000+00:00,2023-02-22 10:42:46.252000+00:00
145,Loan Officer-000001,Assess loan risk,2023-02-22 10:31:07.468000+00:00,2023-02-22 10:51:07.468000+00:00
149,AML Investigator-000001,AML check,2023-02-22 10:34:48.603000+00:00,2023-02-22 10:52:50.041000+00:00
145,Loan Officer-000002,Design loan offer,2023-02-22 10:51:07.468000+00:00,2023-02-22 10:54:04.824000+00:00
147,Senior Officer-000002,Approve loan offer,2023-02-22 10:42:46.252000+00:00,2023-02-22 11:02:46.252000+00:00
148,Clerk-000001,Check credit history,2023-02-22 10:16:40.140000+00:00,2023-02-22 11:05:19.764000+00:00
147,Clerk-000002,Cancel application,2023-02-22 11:02:46.252000+00:00,2023-02-22 11:07:46.252000+00:00
149,Loan Officer-000004,Assess loan risk,2023-02-22 10:52:50.041000+00:00,2023-02-22 11:12:50.041000+00:00
145,Senior Officer-000001,Approve loan offer,2023-02-22 10:54:04.824000+00:00,2023-02-22 11:14:04.824000+00:00
149,Loan Officer-000003,Design loan offer,2023-02-22 11:12:50.041000+00:00,2023-02-22 11:15:57.465000+00:00
148,Appraiser-000002,Appraise property,2023-02-22 10:16:40.140000+00:00,2023-02-22 11:16:29.588000+00:00
145,Clerk-000006,Cancel application,2023-02-22 11:14:04.824000+00:00,2023-02-22 11:19:04.824000+00:00
149,Senior Officer-000002,Approve loan offer,2023-02-22 11:15:57.465000+00:00,2023-02-22 11:35:57.465000+00:00
148,Loan Officer-000001,Assess loan risk,2023-02-22 11:16:29.588000+00:00,2023-02-22 11:36:29.588000+00:00
149,Clerk-000004,Approve application,2023-02-22 11:35:57.465000+00:00,2023-02-22 11:40:57.465000+00:00
150,Clerk-000005,Check application form completeness,2023-02-22 11:00:00+00:00,2023-02-22 11:43:33.882000+00:00
150,AML Investigator-000002,AML check,2023-02-22 11:43:33.882000+00:00,2023-02-22 11:45:49.908000+00:00
148,Clerk-000007,Reject application,2023-02-22 11:36:29.588000+00:00,2023-02-22 11:46:29.588000+00:00
151,Clerk-000008,Check application form completeness,2023-02-22 11:30:00+00:00,2023-02-22 11:54:17.653000+00:00
151,Appraiser-000002,Appraise property,2023-02-22 11:54:17.653000+00:00,2023-02-22 11:57:42.909000+00:00
151,AML Investigator-000001,AML check,2023-02-22 11:54:17.653000+00:00,2023-02-22 11:59:49.971000+00:00
152,Clerk-000002,Check application form completeness,2023-02-22 12:00:00+00:00,2023-02-22 12:10:20.229000+00:00
150,Clerk-000003,Check credit history,2023-02-22 11:43:33.882000+00:00,2023-02-22 12:10:28.921000+00:00
152,Appraiser-000002,Appraise property,2023-02-22 12:10:20.229000+00:00,2023-02-22 12:13:41.964000+00:00
151,Clerk-000001,Check credit history,2023-02-22 11:54:17.653000+00:00,2023-02-22 12:20:14.336000+00:00
152,Clerk-000006,Check credit history,2023-02-22 12:10:20.229000+00:00,2023-02-22 12:32:58.852000+00:00
152,AML Investigator-000002,AML check,2023-02-22 12:10:20.229000+00:00,2023-02-22 12:33:43.763000+00:00
153,Clerk-000004,Check application form completeness,2023-02-22 12:30:00+00:00,2023-02-22 12:39:23.955000+00:00
151,Loan Officer-000002,Assess loan risk,2023-02-22 12:20:14.336000+00:00,2023-02-22 12:40:14.336000+00:00
152,Loan Officer-000004,Assess loan risk,2023-02-22 12:33:43.763000+00:00,2023-02-22 12:53:43.763000+00:00
152,Clerk-000007,Reject application,2023-02-22 12:53:43.763000+00:00,2023-02-22 13:03:43.763000+00:00
151,Loan Officer-000003,Design loan offer,2023-02-22 12:40:14.336000+00:00,2023-02-22 13:08:34.742000+00:00
153,Clerk-000005,Check credit history,2023-02-22 12:39:23.955000+00:00,2023-02-22 13:12:39.855000+00:00
150,Appraiser-000001,Appraise property,2023-02-22 11:43:33.882000+00:00,2023-02-22 13:12:47.628000+00:00
154,Clerk-000008,Check application form completeness,2023-02-22 13:00:00+00:00,2023-02-22 13:19:46.328000+00:00
154,AML Investigator-000002,AML check,2023-02-22 13:19:46.328000+00:00,2023-02-22 13:20:30.524000+00:00
154,Clerk-000002,Check credit history,2023-02-22 13:19:46.328000+00:00,2023-02-22 13:22:11.028000+00:00
153,AML Investigator-000001,AML check,2023-02-22 12:39:23.955000+00:00,2023-02-22 13:26:50.836000+00:00
154,Appraiser-000001,Appraise property,2023-02-22 13:19:46.328000+00:00,2023-02-22 13:27:58.664000+00:00
151,Senior Officer-000001,Approve loan offer,2023-02-22 13:08:34.742000+00:00,2023-02-22 13:28:34.742000+00:00
150,Loan Officer-000001,Assess loan risk,2023-02-22 13:12:47.628000+00:00,2023-02-22 13:32:47.628000+00:00
151,Clerk-000003,Approve application,2023-02-22 13:28:34.742000+00:00,2023-02-22 13:33:34.742000+00:00
153,Appraiser-000002,Appraise property,2023-02-22 12:39:23.955000+00:00,2023-02-22 13:34:41.473000+00:00
155,Clerk-000001,Check application form completeness,2023-02-22 13:30:00+00:00,2023-02-22 13:36:09.637000+00:00
150,Clerk-000006,Reject application,2023-02-22 13:32:47.628000+00:00,2023-02-22 13:42:47.628000+00:00
154,Loan Officer-000002,Assess loan risk,2023-02-22 13:27:58.664000+00:00,2023-02-22 13:47:58.664000+00:00
155,Clerk-000004,Check credit history,2023-02-22 13:36:09.637000+00:00,2023-02-22 13:49:00.422000+00:00
153,Loan Officer-000004,Assess loan risk,2023-02-22 13:34:41.473000+00:00,2023-02-22 13:54:41.473000+00:00
155,Appraiser-000001,Appraise property,2023-02-22 13:36:09.637000+00:00,2023-02-22 13:55:43.829000+00:00
154,Clerk-000007,Reject application,2023-02-22 13:47:58.664000+00:00,2023-02-22 13:57:58.664000+00:00
156,Clerk-000005,Check application form completeness,2023-02-22 14:00:00+00:00,2023-02-22 14:12:44.782000+00:00
153,Loan Officer-000003,Design loan offer,2023-02-22 13:54:41.473000+00:00,2023-02-22 14:13:04.234000+00:00
156,Appraiser-000002,Appraise property,2023-02-22 14:12:44.782000+00:00,2023-02-22 14:19:34.773000+00:00
155,AML Investigator-000002,AML check,2023-02-22 13:36:09.637000+00:00,2023-02-22 14:20:14.386000+00:00
156,AML Investigator-000001,AML check,2023-02-22 14:12:44.782000+00:00,2023-02-22 14:22:06.309000+00:00
156,Clerk-000008,Check credit history,2023-02-22 14:12:44.782000+00:00,2023-02-22 14:32:17.882000+00:00
153,Senior Officer-000002,Approve loan offer,2023-02-22 14:13:04.234000+00:00,2023-02-22 14:33:04.234000+00:00
157,Clerk-000002,Check application form completeness,2023-02-22 14:30:00+00:00,2023-02-22 14:33:21.095000+00:00
157,AML Investigator-000002,AML check,2023-02-22 14:33:21.095000+00:00,2023-02-22 14:34:30.539000+00:00
153,Clerk-000003,Approve application,2023-02-22 14:33:04.234000+00:00,2023-02-22 14:38:04.234000+00:00
155,Loan Officer-000001,Assess loan risk,2023-02-22 14:20:14.386000+00:00,2023-02-22 14:40:14.386000+00:00
157,Appraiser-000001,Appraise property,2023-02-22 14:33:21.095000+00:00,2023-02-22 14:50:40.031000+00:00
156,Loan Officer-000002,Assess loan risk,2023-02-22 14:32:17.882000+00:00,2023-02-22 14:52:17.882000+00:00
155,Loan Officer-000004,Design loan offer,2023-02-22 14:40:14.386000+00:00,2023-02-22 14:57:25.241000+00:00
156,Loan Officer-000003,Design loan offer,2023-02-22 14:52:17.882000+00:00,2023-02-22 14:58:24.452000+00:00
157,Clerk-000001,Check credit history,2023-02-22 14:33:21.095000+00:00,2023-02-23 07:01:09.363000+00:00
155,Senior Officer-000001,Approve loan offer,2023-02-22 14:57:25.241000+00:00,2023-02-23 07:17:25.241000+00:00
156,Senior Officer-000002,Approve loan offer,2023-02-22 14:58:24.452000+00:00,2023-02-23 07:18:24.452000+00:00
158,Clerk-000006,Check application form completeness,2023-02-22 15:00:00+00:00,2023-02-23 07:20:21.839000+00:00
157,Loan Officer-000001,Assess loan risk,2023-02-23 07:01:09.363000+00:00,2023-02-23 07:21:09.363000+00:00
155,Clerk-000004,Cancel application,2023-02-23 07:17:25.241000+00:00,2023-02-23 07:22:25.241000+00:00
156,Clerk-000007,Cancel application,2023-02-23 07:18:24.452000+00:00,2023-02-23 07:23:24.452000+00:00
158,Clerk-000005,Check credit history,2023-02-23 07:20:21.839000+00:00,2023-02-23 07:24:07.811000+00:00
158,AML Investigator-000001,AML check,2023-02-23 07:20:21.839000+00:00,2023-02-23 07:25:34.722000+00:00
157,Loan Officer-000002,Design loan offer,2023-02-23 07:21:09.363000+00:00,2023-02-23 07:29:08.392000+00:00
158,Appraiser-000002,Appraise property,2023-02-23 07:20:21.839000+00:00,2023-02-23 07:29:26.532000+00:00
159,Clerk-000008,Check application form completeness,2023-02-23 07:30:00+00:00,2023-02-23 07:42:19.864000+00:00
159,AML Investigator-000002,AML check,2023-02-23 07:42:19.864000+00:00,2023-02-23 07:46:01.098000+00:00
157,Senior Officer-000001,Approve loan offer,2023-02-23 07:29:08.392000+00:00,2023-02-23 07:49:08.392000+00:00
158,Loan Officer-000004,Assess loan risk,2023-02-23 07:29:26.532000+00:00,2023-02-23 07:49:26.532000+00:00
157,Clerk-000003,Cancel application,2023-02-23 07:49:08.392000+00:00,2023-02-23 07:54:08.392000+00:00
158,Clerk-000001,Reject application,2023-02-23 07:49:26.532000+00:00,2023-02-23 07:59:26.532000+00:00
159,Appraiser-000001,Appraise property,2023-02-23 07:42:19.864000+00:00,2023-02-23 08:00:10.317000+00:00
159,Clerk-000002,Check credit history,2023-02-23 07:42:19.864000+00:00,2023-02-23 08:10:53.097000+00:00
159,Loan Officer-000003,Assess loan risk,2023-02-23 08:10:53.097000+00:00,2023-02-23 08:30:53.097000+00:00
159,Clerk-000007,Reject application,2023-02-23 08:30:53.097000+00:00,2023-02-23 08:40:53.097000+00:00
160,Clerk-000006,Check application form completeness,2023-02-23 08:00:00+00:00,2023-02-23 08:56:20.820000+00:00
160,AML Investigator-000001,AML check,2023-02-23 08:56:20.820000+00:00,2023-02-23 09:07:12.590000+00:00
161,Clerk-000004,Check application form completeness,2023-02-23 08:30:00+00:00,2023-02-23 09:09:41.640000+00:00
160,Clerk-000005,Check credit history,2023-02-23 08:56:20.820000+00:00,2023-02-23 09:10:35.972000+00:00
162,Clerk-000008,Check application form completeness,2023-02-23 09:00:00+00:00,2023-02-23 09:12:47.952000+00:00
162,Clerk-000001,Return application back to applicant,2023-02-23 09:12:47.952000+00:00,2023-02-23 09:17:47.952000+00:00
161,AML Investigator-000002,AML check,2023-02-23 09:09:41.640000+00:00,2023-02-23 09:19:47.566000+00:00
161,Appraiser-000001,Appraise property,2023-02-23 09:09:41.640000+00:00,2023-02-23 09:19:51.531000+00:00
161,Clerk-000003,Check credit history,2023-02-23 09:09:41.640000+00:00,2023-02-23 09:22:39.190000+00:00
161,Loan Officer-000001,Assess loan risk,2023-02-23 09:22:39.190000+00:00,2023-02-23 09:42:39.190000+00:00
160,Appraiser-000002,Appraise property,2023-02-23 08:56:20.820000+00:00,2023-02-23 09:45:21.077000+00:00
161,Clerk-000007,Reject application,2023-02-23 09:42:39.190000+00:00,2023-02-23 09:52:39.190000+00:00
163,Clerk-000002,Check application form completeness,2023-02-23 09:30:00+00:00,2023-02-23 09:59:41.513000+00:00
160,Loan Officer-000002,Assess loan risk,2023-02-23 09:45:21.077000+00:00,2023-02-23 10:05:21.077000+00:00
160,Loan Officer-000004,Design loan offer,2023-02-23 10:05:21.077000+00:00,2023-02-23 10:06:27.669000+00:00
164,Clerk-000004,Check application form completeness,2023-02-23 10:00:00+00:00,2023-02-23 10:12:34.042000+00:00
162,Applicant-000001,Applicant completes form,2023-02-23 09:17:47.952000+00:00,2023-02-23 10:17:47.952000+00:00
164,AML Investigator-000002,AML check,2023-02-23 10:12:34.042000+00:00,2023-02-23 10:25:32.863000+00:00
160,Senior Officer-000002,Approve loan offer,2023-02-23 10:06:27.669000+00:00,2023-02-23 10:26:27.669000+00:00
163,AML Investigator-000001,AML check,2023-02-23 09:59:41.513000+00:00,2023-02-23 10:31:12.513000+00:00
160,Clerk-000001,Approve application,2023-02-23 10:26:27.669000+00:00,2023-02-23 10:31:27.669000+00:00
165,Clerk-000003,Check application form completeness,2023-02-23 10:30:00+00:00,2023-02-23 10:33:01.884000+00:00
162,Clerk-000008,Check application form completeness,2023-02-23 10:17:47.952000+00:00,2023-02-23 10:37:34.411000+00:00
164,Appraiser-000002,Appraise property,2023-02-23 10:12:34.042000+00:00,2023-02-23 10:42:00.147000+00:00
163,Appraiser-000001,Appraise property,2023-02-23 09:59:41.513000+00:00,2023-02-23 10:50:28.689000+00:00
162,Appraiser-000002,Appraise property,2023-02-23 10:42:00.147000+00:00,2023-02-23 10:52:02.642000+00:00
165,Clerk-000007,Check credit history,2023-02-23 10:33:01.884000+00:00,2023-02-23 10:59:42.077000+00:00
164,Clerk-000005,Check credit history,2023-02-23 10:12:34.042000+00:00,2023-02-23 11:01:05.148000+00:00
162,AML Investigator-000001,AML check,2023-02-23 10:37:34.411000+00:00,2023-02-23 11:06:57.293000+00:00
162,Clerk-000002,Check credit history,2023-02-23 10:37:34.411000+00:00,2023-02-23 11:11:10.564000+00:00
165,AML Investigator-000002,AML check,2023-02-23 10:33:01.884000+00:00,2023-02-23 11:15:48.394000+00:00
164,Loan Officer-000003,Assess loan risk,2023-02-23 11:01:05.148000+00:00,2023-02-23 11:21:05.148000+00:00
164,Loan Officer-000002,Design loan offer,2023-02-23 11:21:05.148000+00:00,2023-02-23 11:26:03.706000+00:00
167,Clerk-000001,Check application form completeness,2023-02-23 11:30:00+00:00,2023-02-23 11:30:49.756000+00:00
162,Loan Officer-000001,Assess loan risk,2023-02-23 11:11:10.564000+00:00,2023-02-23 11:31:10.564000+00:00
166,Clerk-000004,Check application form completeness,2023-02-23 11:00:00+00:00,2023-02-23 11:32:30.844000+00:00
166,AML Investigator-000002,AML check,2023-02-23 11:32:30.844000+00:00,2023-02-23 11:33:21.266000+00:00
163,Clerk-000006,Check credit history,2023-02-23 09:59:41.513000+00:00,2023-02-23 11:36:38.057000+00:00
167,Clerk-000003,Check credit history,2023-02-23 11:30:49.756000+00:00,2023-02-23 11:37:14.144000+00:00
167,AML Investigator-000001,AML check,2023-02-23 11:30:49.756000+00:00,2023-02-23 11:38:28.695000+00:00
162,Clerk-000008,Reject application,2023-02-23 11:31:10.564000+00:00,2023-02-23 11:41:10.564000+00:00
167,Appraiser-000002,Appraise property,2023-02-23 11:30:49.756000+00:00,2023-02-23 11:43:14.518000+00:00
164,Senior Officer-000001,Approve loan offer,2023-02-23 11:26:03.706000+00:00,2023-02-23 11:46:03.706000+00:00
164,Clerk-000005,Approve application,2023-02-23 11:46:03.706000+00:00,2023-02-23 11:51:03.706000+00:00
166,Appraiser-000002,Appraise property,2023-02-23 11:43:14.518000+00:00,2023-02-23 11:54:49.578000+00:00
163,Loan Officer-000004,Assess loan risk,2023-02-23 11:36:38.057000+00:00,2023-02-23 11:56:38.057000+00:00
163,Loan Officer-000002,Design loan offer,2023-02-23 11:56:38.057000+00:00,2023-02-23 11:57:23.352000+00:00
167,Loan Officer-000003,Assess loan risk,2023-02-23 11:43:14.518000+00:00,2023-02-23 12:03:14.518000+00:00
168,Clerk-000002,Check application form completeness,2023-02-23 12:00:00+00:00,2023-02-23 12:04:01.413000+00:00
168,AML Investigator-000002,AML check,2023-02-23 12:04:01.413000+00:00,2023-02-23 12:06:09.539000+00:00
168,Clerk-000001,Check credit history,2023-02-23 12:04:01.413000+00:00,2023-02-23 12:06:42.863000+00:00
167,Loan Officer-000001,Design loan offer,2023-02-23 12:03:14.518000+00:00,2023-02-23 12:08:08.053000+00:00
163,Senior Officer-000002,Approve loan offer,2023-02-23 11:57:23.352000+00:00,2023-02-23 12:17:23.352000+00:00
163,Clerk-000004,Cancel application,2023-02-23 12:17:23.352000+00:00,2023-02-23 12:22:23.352000+00:00
168,Appraiser-000002,Appraise property,2023-02-23 12:04:01.413000+00:00,2023-02-23 12:26:15.075000+00:00
167,Senior Officer-000001,Approve loan offer,2023-02-23 12:08:08.053000+00:00,2023-02-23 12:28:08.053000+00:00
167,Clerk-000006,Approve application,2023-02-23 12:28:08.053000+00:00,2023-02-23 12:33:08.053000+00:00
168,Loan Officer-000004,Assess loan risk,2023-02-23 12:26:15.075000+00:00,2023-02-23 12:46:15.075000+00:00
168,Loan Officer-000002,Design loan offer,2023-02-23 12:46:15.075000+00:00,2023-02-23 12:47:31.295000+00:00
169,Clerk-000003,Check application form completeness,2023-02-23 12:30:00+00:00,2023-02-23 13:01:29.820000+00:00
169,Clerk-000005,Check credit history,2023-02-23 13:01:29.820000+00:00,2023-02-23 13:07:27.575000+00:00
168,Senior Officer-000002,Approve loan offer,2023-02-23 12:47:31.295000+00:00,2023-02-23 13:07:31.295000+00:00
170,Clerk-000008,Check application form completeness,2023-02-23 13:00:00+00:00,2023-02-23 13:10:32.691000+00:00
168,Clerk-000002,Cancel application,2023-02-23 13:07:31.295000+00:00,2023-02-23 13:12:31.295000+00:00
169,Appraiser-000002,Appraise property,2023-02-23 13:01:29.820000+00:00,2023-02-23 13:15:28.898000+00:00
170,AML Investigator-000002,AML check,2023-02-23 13:10:32.691000+00:00,2023-02-23 13:15:37.997000+00:00
170,Clerk-000001,Check credit history,2023-02-23 13:10:32.691000+00:00,2023-02-23 13:21:30.441000+00:00
169,AML Investigator-000001,AML check,2023-02-23 13:01:29.820000+00:00,2023-02-23 13:29:45.840000+00:00
169,Loan Officer-000003,Assess loan risk,2023-02-23 13:29:45.840000+00:00,2023-02-23 13:49:45.840000+00:00
166,Clerk-000007,Check credit history,2023-02-23 11:32:30.844000+00:00,2023-02-23 13:54:18.059000+00:00
170,Appraiser-000002,Appraise property,2023-02-23 13:15:28.898000+00:00,2023-02-23 13:58:13.029000+00:00
169,Loan Officer-000001,Design loan offer,2023-02-23 13:49:45.840000+00:00,2023-02-23 13:59:53.286000+00:00
172,Clerk-000006,Check application form completeness,2023-02-23 14:00:00+00:00,2023-02-23 14:00:58.239000+00:00
172,Clerk-000003,Check credit history,2023-02-23 14:00:58.239000+00:00,2023-02-23 14:05:32.022000+00:00
166,Loan Officer-000004,Assess loan risk,2023-02-23 13:54:18.059000+00:00,2023-02-23 14:14:18.059000+00:00
172,AML Investigator-000002,AML check,2023-02-23 14:00:58.239000+00:00,2023-02-23 14:17:02.011000+00:00
170,Loan Officer-000002,Assess loan risk,2023-02-23 13:58:13.029000+00:00,2023-02-23 14:18:13.029000+00:00
169,Senior Officer-000001,Approve loan offer,2023-02-23 13:59:53.286000+00:00,2023-02-23 14:19:53.286000+00:00
166,Clerk-000005,Reject application,2023-02-23 14:14:18.059000+00:00,2023-02-23 14:24:18.059000+00:00
169,Clerk-000008,Cancel application,2023-02-23 14:19:53.286000+00:00,2023-02-23 14:24:53.286000+00:00
165,Appraiser-000001,Appraise property,2023-02-23 10:50:28.689000+00:00,2023-02-23 14:26:19.919000+00:00
170,Loan Officer-000003,Design loan offer,2023-02-23 14:18:13.029000+00:00,2023-02-23 14:28:36.901000+00:00
171,Clerk-000004,Check application form completeness,2023-02-23 13:30:00+00:00,2023-02-23 14:29:00.856000+00:00
173,Clerk-000001,Check application form completeness,2023-02-23 14:30:00+00:00,2023-02-23 14:34:12.421000+00:00
171,Appraiser-000001,Appraise property,2023-02-23 14:29:00.856000+00:00,2023-02-23 14:37:26.209000+00:00
173,Appraiser-000001,Appraise property,2023-02-23 14:37:26.209000+00:00,2023-02-23 14:39:15.910000+00:00
165,Loan Officer-000001,Assess loan risk,2023-02-23 14:26:19.919000+00:00,2023-02-23 14:46:19.919000+00:00
170,Senior Officer-000002,Approve loan offer,2023-02-23 14:28:36.901000+00:00,2023-02-23 14:48:36.901000+00:00
172,Appraiser-000002,Appraise property,2023-02-23 14:00:58.239000+00:00,2023-02-23 14:49:45.338000+00:00
170,Clerk-000003,Cancel application,2023-02-23 14:48:36.901000+00:00,2023-02-23 14:53:36.901000+00:00
165,Clerk-000006,Reject application,2023-02-23 14:46:19.919000+00:00,2023-02-23 14:56:19.919000+00:00
173,Clerk-000007,Check credit history,2023-02-23 14:34:12.421000+00:00,2023-02-24 07:06:25.864000+00:00
173,AML Investigator-000002,AML check,2023-02-23 14:34:12.421000+00:00,2023-02-24 07:08:17.576000+00:00
172,Loan Officer-000004,Assess loan risk,2023-02-23 14:49:45.338000+00:00,2023-02-24 07:09:45.338000+00:00
172,Loan Officer-000003,Design loan offer,2023-02-24 07:09:45.338000+00:00,2023-02-24 07:22:02.894000+00:00
173,Loan Officer-000002,Assess loan risk,2023-02-24 07:08:17.576000+00:00,2023-02-24 07:28:17.576000+00:00
174,Clerk-000005,Check application form completeness,2023-02-23 15:00:00+00:00,2023-02-24 07:29:47.601000+00:00
171,Clerk-000002,Check credit history,2023-02-23 14:29:00.856000+00:00,2023-02-24 07:31:40.145000+00:00
173,Clerk-000008,Reject application,2023-02-24 07:28:17.576000+00:00,2023-02-24 07:38:17.576000+00:00
172,Senior Officer-000001,Approve loan offer,2023-02-24 07:22:02.894000+00:00,2023-02-24 07:42:02.894000+00:00
172,Clerk-000003,Approve application,2023-02-24 07:42:02.894000+00:00,2023-02-24 07:47:02.894000+00:00
171,AML Investigator-000001,AML check,2023-02-23 14:29:00.856000+00:00,2023-02-24 07:48:15.683000+00:00
175,Clerk-000001,Check application form completeness,2023-02-24 07:30:00+00:00,2023-02-24 07:53:48.727000+00:00
175,Clerk-000006,Return application back to applicant,2023-02-24 07:53:48.727000+00:00,2023-02-24 07:58:48.727000+00:00
176,Clerk-000007,Check application form completeness,2023-02-24 08:00:00+00:00,2023-02-24 08:05:17.369000+00:00
171,Loan Officer-000001,Assess loan risk,2023-02-24 07:48:15.683000+00:00,2023-02-24 08:08:15.683000+00:00
176,AML Investigator-000001,AML check,2023-02-24 08:05:17.369000+00:00,2023-02-24 08:14:11.797000+00:00
176,Clerk-000005,Check credit history,2023-02-24 08:05:17.369000+00:00,2023-02-24 08:15:13.160000+00:00
171,Clerk-000002,Reject application,2023-02-24 08:08:15.683000+00:00,2023-02-24 08:18:15.683000+00:00
174,Clerk-000004,Check credit history,2023-02-24 07:29:47.601000+00:00,2023-02-24 08:23:27.989000+00:00
174,Appraiser-000001,Appraise property,2023-02-24 07:29:47.601000+00:00,2023-02-24 08:26:29.962000+00:00
176,Appraiser-000002,Appraise property,2023-02-24 08:05:17.369000+00:00,2023-02-24 08:34:30.943000+00:00
176,Loan Officer-000004,Assess loan risk,2023-02-24 08:34:30.943000+00:00,2023-02-24 08:54:30.943000+00:00
177,Clerk-000008,Check application form completeness,2023-02-24 08:30:00+00:00,2023-02-24 08:56:54.470000+00:00
175,Applicant-000001,Applicant completes form,2023-02-24 07:58:48.727000+00:00,2023-02-24 08:58:48.727000+00:00
176,Loan Officer-000003,Design loan offer,2023-02-24 08:54:30.943000+00:00,2023-02-24 08:59:28.203000+00:00
177,Appraiser-000001,Appraise property,2023-02-24 08:56:54.470000+00:00,2023-02-24 09:08:55.792000+00:00
177,AML Investigator-000001,AML check,2023-02-24 08:56:54.470000+00:00,2023-02-24 09:12:02.189000+00:00
175,Clerk-000001,Check application form completeness,2023-02-24 08:58:48.727000+00:00,2023-02-24 09:13:50.944000+00:00
178,Clerk-000006,Check application form completeness,2023-02-24 09:00:00+00:00,2023-02-24 09:15:35.442000+00:00
176,Senior Officer-000002,Approve loan offer,2023-02-24 08:59:28.203000+00:00,2023-02-24 09:19:28.203000+00:00
